drug_1_concept_name,drug_2_concept_name,condition_concept_name,PRR
Sulfamethoxazole,Lorazepam,Neurotoxicity,2.0
Sulfamethoxazole,Lorazepam,Pulmonary toxicity,20.0
Sulfamethoxazole,Lorazepam,Therapeutic agent toxicity,2.72727
Sulfamethoxazole,Lorazepam,Toxicity to various agents,2.25
Loperamide,Cisplatin,Drug toxicity,5.0
Loperamide,Cisplatin,Neurotoxicity,5.0
Bisacodyl,Nifedipine,Therapeutic agent toxicity,10.0
dabigatran etexilate,febuxostat,Toxicity to various agents,5.0
Sulfamethoxazole,Immunoglobulin A,Haematotoxicity,10.0
Sulfamethoxazole,Immunoglobulin A,Drug toxicity,2.5
Sulfamethoxazole,Immunoglobulin A,Toxicity to various agents,8.0
tiagabine,Alprazolam,Drug toxicity,10.0
Levocarnitine,levothyroxine,Drug toxicity,10.0
Risperidone,Ritonavir,Drug toxicity,2.5
Risperidone,Ritonavir,Therapeutic agent toxicity,5.0
Risperidone,Ritonavir,Toxicity to various agents,2.5
Simvastatin,Fluocinonide,Therapeutic agent toxicity,40.0
Calcium Carbonate,Triamterene,Toxicity to various agents,5.0
Prochlorperazine,cetuximab,Drug toxicity,2.0
Caffeine,Spironolactone,Drug toxicity,20.0
Caffeine,Spironolactone,Toxicity to various agents,3.33333
Hyoscyamine,Warfarin,Drug toxicity,6.66667
Hyoscyamine,Warfarin,Therapeutic agent toxicity,20.0
Hyoscyamine,Warfarin,Toxicity to various agents,2.85714
Mitoxantrone,Lorazepam,Drug toxicity,10.0
Doxycycline,Escitalopram,Hepatotoxicity,5.0
Doxycycline,Escitalopram,Therapeutic agent toxicity,20.0
Doxycycline,Escitalopram,Toxicity to various agents,2.5
pantoprazole,Oxycodone,Haematotoxicity,1.25
pantoprazole,Oxycodone,Cardiotoxicity,2.5
pantoprazole,Oxycodone,Ocular toxicity,10.0
pantoprazole,Oxycodone,Hepatotoxicity,1.0
pantoprazole,Oxycodone,Drug toxicity,2.19512
pantoprazole,Oxycodone,Neurotoxicity,1.66667
pantoprazole,Oxycodone,Pulmonary toxicity,4.0
pantoprazole,Oxycodone,Skin toxicity,4.28571
pantoprazole,Oxycodone,Therapeutic agent toxicity,5.0
pantoprazole,Oxycodone,Toxicity to various agents,1.5942
Vitamin A,Magnesium Oxide,Hepatotoxicity,5.0
Clonazepam,Megestrol,Drug toxicity,6.66667
Clonazepam,Megestrol,Toxicity to various agents,1.66667
"Estrogens, Conjugated (USP)",Alendronate,Drug toxicity,0.47619
"Estrogens, Conjugated (USP)",Alendronate,Therapeutic agent toxicity,6.66667
"Estrogens, Conjugated (USP)",Alendronate,Toxicity to various agents,0.5
Loratadine,ropinirole,Toxicity to various agents,2.85714
venlafaxine,Flecainide,Toxicity to various agents,3.33333
Hydrochlorothiazide,milnacipran,Toxicity to various agents,2.5
capecitabine,Thalidomide,Drug toxicity,10.0
capecitabine,Thalidomide,Neurotoxicity,10.0
Doxylamine,Cocaine,Drug toxicity,3.33333
Doxylamine,Cocaine,Toxicity to various agents,33.3333
Metformin,Metolazone,Drug toxicity,1.42857
Metformin,Metolazone,Therapeutic agent toxicity,80.0
Metformin,Metolazone,Toxicity to various agents,8.09524
rivaroxaban,tizanidine,Toxicity to various agents,10.0
Codeine,Carbamazepine,Hepatotoxicity,6.0
Codeine,Carbamazepine,Drug toxicity,33.3333
Codeine,Carbamazepine,Toxicity to various agents,9.375
Sulfamethoxazole,Bromazepam,Hepatotoxicity,10.0
Sulfamethoxazole,Bromazepam,Drug toxicity,6.66667
Sulfamethoxazole,Bromazepam,Neurotoxicity,10.0
Risperidone,Cholecalciferol,Toxicity to various agents,30.0
Insulin Lispro,Magnesium Oxide,Drug toxicity,1.42857
zolmitriptan,Citalopram,Drug toxicity,5.0
"sennosides, USP",Hydromorphone,Drug toxicity,2.0
"sennosides, USP",Hydromorphone,Toxicity to various agents,0.666667
Furosemide,Zinc,Therapeutic agent toxicity,40.0
Furosemide,Zinc,Toxicity to various agents,0.833333
tropisetron,Dimenhydrinate,Toxicity to various agents,10.0
Methylprednisolone,Amphotericin B,Hepatotoxicity,2.5
Methylprednisolone,Amphotericin B,Drug toxicity,2.14286
Methylprednisolone,Amphotericin B,Neurotoxicity,10.0
Methylprednisolone,Amphotericin B,Therapeutic agent toxicity,5.0
Methylprednisolone,Amphotericin B,Toxicity to various agents,0.625
Tacrolimus,Atazanavir,Toxicity to various agents,10.0
Famotidine,Cyclosporine,Therapeutic agent toxicity,10.0
Famotidine,Cyclosporine,Toxicity to various agents,1.85185
Cyclosporine,posaconazole,Toxicity to various agents,5.0
Diphenhydramine,Labetalol,Drug toxicity,2.5
Diphenhydramine,Labetalol,Toxicity to various agents,5.71429
Methadone,Lithium Carbonate,Drug toxicity,23.3333
Methadone,Lithium Carbonate,Therapeutic agent toxicity,10.0
Methadone,Lithium Carbonate,Toxicity to various agents,10.0
fexofenadine,Methotrexate,Drug toxicity,0.869565
fexofenadine,Methotrexate,Therapeutic agent toxicity,5.0
fexofenadine,Methotrexate,Toxicity to various agents,0.512821
Azithromycin,celecoxib,Hepatotoxicity,2.5
Azithromycin,celecoxib,Drug toxicity,3.33333
Azithromycin,celecoxib,Skin toxicity,5.0
Azithromycin,celecoxib,Therapeutic agent toxicity,70.0
Azithromycin,celecoxib,Toxicity to various agents,5.38462
irbesartan,exenatide,Hepatotoxicity,2.0
Sertraline,benazepril,Hepatotoxicity,1.42857
Sertraline,benazepril,Therapeutic agent toxicity,10.0
Sertraline,benazepril,Toxicity to various agents,0.666667
vardenafil,Indomethacin,Therapeutic agent toxicity,10.0
Zidovudine,Clindamycin,Drug toxicity,20.0
Zidovudine,Clindamycin,Toxicity to various agents,2.5
docetaxel,Acyclovir,Drug toxicity,55.0
docetaxel,Acyclovir,Toxicity to various agents,2.5
Ibuprofen,terbinafine,Drug toxicity,1.42857
Ipratropium,Clonazepam,Drug toxicity,2.22222
Ipratropium,Clonazepam,Toxicity to various agents,2.14286
Hydrocodone,Leucovorin,Haematotoxicity,5.0
Hydrocodone,Leucovorin,Drug toxicity,5.0
Hydrocodone,Leucovorin,Neurotoxicity,5.0
Hydrocodone,Leucovorin,Toxicity to various agents,1.11111
rosuvastatin,Vitamin D,Gastrointestinal toxicity,3.33333
rosuvastatin,Vitamin D,Drug toxicity,0.188679
rosuvastatin,Vitamin D,Pulmonary toxicity,1.66667
rosuvastatin,Vitamin D,Therapeutic agent toxicity,1.33333
rosuvastatin,Vitamin D,Toxicity to various agents,0.227273
Hydrocodone,Meperidine,Drug toxicity,7.69231
Hydrocodone,Meperidine,Therapeutic agent toxicity,20.0
Hydrocodone,Meperidine,Toxicity to various agents,3.52941
Isosorbide Dinitrate,Magnesium Oxide,Drug toxicity,2.0
Isosorbide Dinitrate,Magnesium Oxide,Toxicity to various agents,2.0
Loratadine,rosuvastatin,Toxicity to various agents,1.76471
Metformin,Hydrocortisone,Hepatotoxicity,1.66667
Metformin,Hydrocortisone,Drug toxicity,1.57895
Metformin,Hydrocortisone,Therapeutic agent toxicity,7.5
Metformin,Hydrocortisone,Toxicity to various agents,3.0
olanzapine,Citalopram,Cardiotoxicity,13.75
olanzapine,Citalopram,Hepatotoxicity,3.33333
olanzapine,Citalopram,Drug toxicity,8.21429
olanzapine,Citalopram,Neurotoxicity,5.71429
olanzapine,Citalopram,Therapeutic agent toxicity,6.0
olanzapine,Citalopram,Toxicity to various agents,3.9
Ceftriaxone,Idarubicin,Drug toxicity,5.0
prednisolone,Insulin Lispro,Hepatotoxicity,2.5
prednisolone,Insulin Lispro,Neurotoxicity,5.0
prednisolone,Insulin Lispro,Toxicity to various agents,0.714286
gabapentin,Sodium Chloride,Ototoxicity,10.0
gabapentin,Sodium Chloride,Hepatotoxicity,1.66667
gabapentin,Sodium Chloride,Drug toxicity,0.5
gabapentin,Sodium Chloride,Neurotoxicity,10.0
gabapentin,Sodium Chloride,Toxicity to various agents,2.35294
Caffeine,Bisacodyl,Toxicity to various agents,3.33333
Atropine,Simethicone,Toxicity to various agents,10.0
Docusate,leflunomide,Hepatotoxicity,10.0
rosiglitazone,Magnesium Oxide,Drug toxicity,10.0
rosiglitazone,Magnesium Oxide,Therapeutic agent toxicity,10.0
Hydroxyzine,Acyclovir,Hepatotoxicity,5.0
Hydroxyzine,Acyclovir,Toxicity to various agents,2.08333
Domperidone,Leucovorin,Gastrointestinal toxicity,10.0
Domperidone,Leucovorin,Toxicity to various agents,0.526316
cyclobenzaprine,telithromycin,Toxicity to various agents,10.0
calcium acetate,heparin,Therapeutic agent toxicity,10.0
calcium acetate,heparin,Toxicity to various agents,0.666667
Loratadine,Leucovorin,Toxicity to various agents,5.0
Phenylephrine,Morphine,Neurotoxicity,5.0
Phenylephrine,Morphine,Therapeutic agent toxicity,5.0
Ceftriaxone,Paroxetine,Drug toxicity,1.66667
Ceftriaxone,Paroxetine,Pulmonary toxicity,10.0
Ceftriaxone,Paroxetine,Toxicity to various agents,2.0
Oxycodone,valganciclovir,Drug toxicity,10.0
Oxycodone,valganciclovir,Toxicity to various agents,5.0
Paroxetine,deferasirox,Toxicity to various agents,3.33333
atorvastatin,leflunomide,Hepatotoxicity,5.71429
atorvastatin,leflunomide,Drug toxicity,1.33333
atorvastatin,leflunomide,Therapeutic agent toxicity,6.66667
atorvastatin,leflunomide,Toxicity to various agents,0.333333
Glucosamine,adalimumab,Hepatotoxicity,1.11111
pantoprazole,Salsalate,Drug toxicity,20.0
pantoprazole,Salsalate,Toxicity to various agents,15.0
atorvastatin,bevacizumab,Cardiotoxicity,5.0
atorvastatin,bevacizumab,Drug toxicity,3.15789
atorvastatin,bevacizumab,Neurotoxicity,5.0
atorvastatin,bevacizumab,Pulmonary toxicity,3.33333
atorvastatin,bevacizumab,Skin toxicity,10.0
atorvastatin,bevacizumab,Toxicity to various agents,1.29032
Clemastine,Fluconazole,Hepatotoxicity,60.0
Codeine,Tetracycline,Toxicity to various agents,3.33333
"insulin, isophane",Paroxetine,Toxicity to various agents,3.75
ferrous sulfate,tolterodine,Drug toxicity,3.33333
ferrous sulfate,tolterodine,Toxicity to various agents,2.22222
carfilzomib,Melphalan,Toxicity to various agents,2.0
Oxygen,Lorazepam,Drug toxicity,0.666667
Oxygen,Lorazepam,Therapeutic agent toxicity,20.0
Oxygen,Lorazepam,Toxicity to various agents,0.434783
Loratadine,Ethanol,Drug toxicity,50.0
pantoprazole,Erythromycin,Drug toxicity,5.0
pantoprazole,Erythromycin,Therapeutic agent toxicity,30.0
pantoprazole,Erythromycin,Toxicity to various agents,2.30769
Temazepam,Levalbuterol,Drug toxicity,2.5
Temazepam,Levalbuterol,Toxicity to various agents,8.0
Vincristine,Bromazepam,Drug toxicity,10.0
Vincristine,Bromazepam,Toxicity to various agents,3.33333
Caffeine,Dexamethasone,Toxicity to various agents,5.0
Cytarabine,Vindesine,Cardiotoxicity,20.0
Cytarabine,Vindesine,Hepatotoxicity,35.0
Cytarabine,Vindesine,Drug toxicity,6.0
Cytarabine,Vindesine,Neurotoxicity,40.0
Cytarabine,Vindesine,Toxicity to various agents,8.46154
Morphine,Hydroxychloroquine,Drug toxicity,3.75
Morphine,Hydroxychloroquine,Toxicity to various agents,0.714286
Calcium Carbonate,etravirine,Toxicity to various agents,10.0
nateglinide,Methotrexate,Toxicity to various agents,5.0
cetuximab,tiotropium,Drug toxicity,2.5
Lovastatin,Isosorbide,Therapeutic agent toxicity,5.0
Lovastatin,Isosorbide,Toxicity to various agents,3.125
Omeprazole,Fluorouracil,Cardiotoxicity,10.0
Omeprazole,Fluorouracil,Hepatotoxicity,1.66667
Omeprazole,Fluorouracil,Drug toxicity,3.88889
Omeprazole,Fluorouracil,Pulmonary toxicity,20.0
Omeprazole,Fluorouracil,Skin toxicity,10.0
Omeprazole,Fluorouracil,Toxicity to various agents,0.30303
prednisolone,Trimethoprim,Haematotoxicity,4.0
prednisolone,Trimethoprim,Cardiotoxicity,6.0
prednisolone,Trimethoprim,Gastrointestinal toxicity,5.0
prednisolone,Trimethoprim,Hepatotoxicity,1.05263
prednisolone,Trimethoprim,Drug toxicity,1.42857
prednisolone,Trimethoprim,Neurotoxicity,8.0
prednisolone,Trimethoprim,Pulmonary toxicity,2.5
prednisolone,Trimethoprim,Toxicity to various agents,1.44578
Nortriptyline,anastrozole,Toxicity to various agents,2.5
tizanidine,Levofloxacin,Drug toxicity,2.0
tizanidine,Levofloxacin,Toxicity to various agents,1.66667
Ceftriaxone,Imipenem,Therapeutic agent toxicity,10.0
Sucralfate,"sennosides, USP",Toxicity to various agents,3.33333
Domperidone,Atenolol,Hepatotoxicity,3.33333
Domperidone,Atenolol,Drug toxicity,2.5
Domperidone,Atenolol,Toxicity to various agents,1.66667
Labetalol,carvedilol,Toxicity to various agents,3.33333
Medroxyprogesterone,mesalamine,Toxicity to various agents,10.0
Calcium Carbonate,heparin,Hepatotoxicity,4.0
Calcium Carbonate,heparin,Drug toxicity,1.5
Calcium Carbonate,heparin,Toxicity to various agents,1.5
Mefenamate,Codeine,Toxicity to various agents,3.33333
pantoprazole,mecobalamin,Toxicity to various agents,10.0
Sucralfate,Esomeprazole,Pulmonary toxicity,3.33333
Sucralfate,Esomeprazole,Toxicity to various agents,2.22222
Sulfamethoxazole,Thioguanine,Hepatotoxicity,5.0
loxoprofen,picosulfate sodium,Drug toxicity,3.33333
Fosinopril,Hydromorphone,Toxicity to various agents,5.0
Ibuprofen,fingolimod,Toxicity to various agents,1.875
Midazolam,Lisinopril,Hepatotoxicity,5.0
Midazolam,Lisinopril,Drug toxicity,1.42857
Midazolam,Lisinopril,Toxicity to various agents,2.91667
Betamethasone,carvedilol,Toxicity to various agents,20.0
Cytarabine liposome,Doxorubicin,Gastrointestinal toxicity,10.0
Cytarabine liposome,Doxorubicin,Drug toxicity,5.0
Cytarabine liposome,Doxorubicin,Toxicity to various agents,5.0
quetiapine,cyamemazine,Toxicity to various agents,12.8571
Albuterol,mycophenolate mofetil,Hepatotoxicity,20.0
Albuterol,mycophenolate mofetil,Drug toxicity,2.85714
Albuterol,mycophenolate mofetil,Toxicity to various agents,2.72727
Acetaminophen,Furosemide,Bone marrow toxicity,3.52941
Acetaminophen,Furosemide,Haematotoxicity,0.535714
Acetaminophen,Furosemide,Cardiotoxicity,0.588235
Acetaminophen,Furosemide,Gastrointestinal toxicity,0.555556
Acetaminophen,Furosemide,Hepatotoxicity,2.27273
Acetaminophen,Furosemide,Drug toxicity,1.40921
Acetaminophen,Furosemide,Neurotoxicity,2.46377
Acetaminophen,Furosemide,Pulmonary toxicity,0.952381
Acetaminophen,Furosemide,Skin toxicity,0.344828
Acetaminophen,Furosemide,Therapeutic agent toxicity,9.30556
Acetaminophen,Furosemide,Toxicity to various agents,2.02624
Prednisone,Leucovorin,Haematotoxicity,14.2857
Prednisone,Leucovorin,Cardiotoxicity,17.5
Prednisone,Leucovorin,Hepatotoxicity,4.375
Prednisone,Leucovorin,Drug toxicity,8.5
Prednisone,Leucovorin,Neurotoxicity,32.5
Prednisone,Leucovorin,Pulmonary toxicity,20.0
Prednisone,Leucovorin,Therapeutic agent toxicity,1.11111
Prednisone,Leucovorin,Toxicity to various agents,2.17391
zonisamide,lacosamide,Drug toxicity,2.5
zonisamide,lacosamide,Neurotoxicity,5.0
zonisamide,lacosamide,Therapeutic agent toxicity,10.0
zonisamide,lacosamide,Toxicity to various agents,3.0
Hydrocodone,Oxytocin,Drug toxicity,5.0
Epinephrine,Allopurinol,Toxicity to various agents,6.66667
Morphine,Methenamine,Toxicity to various agents,20.0
Oxazepam,Paroxetine,Drug toxicity,7.0
Oxazepam,Paroxetine,Toxicity to various agents,3.0
Levetiracetam,Nystatin,Therapeutic agent toxicity,20.0
Levetiracetam,Nystatin,Toxicity to various agents,3.33333
Sertraline,rabeprazole,Drug toxicity,1.53846
Sertraline,rabeprazole,Therapeutic agent toxicity,6.66667
Risperidone,Indapamide,Toxicity to various agents,5.0
Glipizide,Minoxidil,Toxicity to various agents,3.33333
Furosemide,Perindopril,Cardiotoxicity,1.42857
Furosemide,Perindopril,Gastrointestinal toxicity,0.833333
Furosemide,Perindopril,Hepatotoxicity,1.81818
Furosemide,Perindopril,Drug toxicity,2.08955
Furosemide,Perindopril,Skin toxicity,2.0
Furosemide,Perindopril,Therapeutic agent toxicity,10.0
Furosemide,Perindopril,Toxicity to various agents,0.961538
Glucagon,levothyroxine,Toxicity to various agents,5.0
Norethindrone,Levofloxacin,Toxicity to various agents,10.0
valacyclovir,Sirolimus,Toxicity to various agents,2.5
"sennosides, USP",clobazam,Toxicity to various agents,10.0
Clonidine,Calcium Chloride,Neurotoxicity,10.0
bevacizumab,Fentanyl,Haematotoxicity,10.0
bevacizumab,Fentanyl,Drug toxicity,3.68421
bevacizumab,Fentanyl,Neurotoxicity,2.0
bevacizumab,Fentanyl,Skin toxicity,10.0
bevacizumab,Fentanyl,Toxicity to various agents,1.07143
Dextromethorphan,Simvastatin,Hepatotoxicity,5.0
Dextromethorphan,Simvastatin,Drug toxicity,3.33333
Dextromethorphan,Simvastatin,Toxicity to various agents,1.25
donepezil,Loratadine,Toxicity to various agents,5.0
Sertraline,Dolasetron,Toxicity to various agents,10.0
Hyoscyamine,Haloperidol,Toxicity to various agents,20.0
Aspirin,peginterferon alfa-2b,Drug toxicity,7.5
Aspirin,peginterferon alfa-2b,Therapeutic agent toxicity,15.0
butalbital,Diltiazem,Drug toxicity,6.66667
butalbital,Diltiazem,Toxicity to various agents,10.0
Acetaminophen,erlotinib,Haematotoxicity,2.5
Acetaminophen,erlotinib,Hepatotoxicity,3.33333
Acetaminophen,erlotinib,Drug toxicity,1.76471
Acetaminophen,erlotinib,Toxicity to various agents,0.606061
Fluoxetine,Amiloride,Drug toxicity,10.0
Nadolol,Promethazine,Hepatotoxicity,10.0
Nadolol,Promethazine,Drug toxicity,10.0
Trifluoperazine,Lithium Carbonate,Toxicity to various agents,15.0
vitamin D3,meloxicam,Toxicity to various agents,1.25
Omega-3 Acid Ethyl Esters (USP),Gemfibrozil,Toxicity to various agents,2.5
Lidocaine,Dexamethasone,Haematotoxicity,2.0
Lidocaine,Dexamethasone,Gastrointestinal toxicity,20.0
Lidocaine,Dexamethasone,Drug toxicity,1.11111
Lidocaine,Dexamethasone,Neurotoxicity,50.0
Lidocaine,Dexamethasone,Toxicity to various agents,1.45833
Terbutaline,Famotidine,Toxicity to various agents,10.0
Lidocaine,Acetylcysteine,Drug toxicity,5.0
Lidocaine,Acetylcysteine,Toxicity to various agents,10.0
Amoxicillin,sildenafil,Hepatotoxicity,5.0
Amoxicillin,sildenafil,Therapeutic agent toxicity,30.0
Amoxicillin,sildenafil,Toxicity to various agents,1.81818
venlafaxine,Dihydroergotamine,Toxicity to various agents,5.0
prednisolone,alfuzosin,Drug toxicity,2.5
prednisolone,alfuzosin,Toxicity to various agents,5.0
Clavulanate,rosuvastatin,Hepatotoxicity,5.0
Clavulanate,rosuvastatin,Toxicity to various agents,0.833333
Leuprolide,tiotropium,Hepatotoxicity,10.0
tazobactam,darbepoetin alfa,Toxicity to various agents,10.0
candesartan,Finasteride,Toxicity to various agents,5.83333
Sulfamethoxazole,crizotinib,Hepatotoxicity,10.0
Sulfamethoxazole,crizotinib,Toxicity to various agents,10.0
olanzapine,butalbital,Drug toxicity,3.33333
olanzapine,butalbital,Therapeutic agent toxicity,20.0
olanzapine,butalbital,Toxicity to various agents,10.0
Acetaminophen,Vitamin K 1,Hepatotoxicity,2.0
Acetaminophen,Vitamin K 1,Drug toxicity,1.42857
Acetaminophen,Vitamin K 1,Toxicity to various agents,2.0
Cyclophosphamide,Cyclosporine,Bone marrow toxicity,6.0
Cyclophosphamide,Cyclosporine,Haematotoxicity,53.3333
Cyclophosphamide,Cyclosporine,Cardiotoxicity,14.2857
Cyclophosphamide,Cyclosporine,Gastrointestinal toxicity,35.0
Cyclophosphamide,Cyclosporine,Hepatotoxicity,15.0
Cyclophosphamide,Cyclosporine,Drug toxicity,2.94118
Cyclophosphamide,Cyclosporine,Neurotoxicity,39.375
Cyclophosphamide,Cyclosporine,Pulmonary toxicity,10.0
Cyclophosphamide,Cyclosporine,Skin toxicity,113.333
Cyclophosphamide,Cyclosporine,Therapeutic agent toxicity,2.66667
Cyclophosphamide,Cyclosporine,Toxicity to various agents,2.7439
Nitrofurantoin,Paroxetine,Drug toxicity,10.0
Nitrofurantoin,Paroxetine,Therapeutic agent toxicity,5.0
Nitrofurantoin,Paroxetine,Toxicity to various agents,1.42857
Cefazolin,venlafaxine,Toxicity to various agents,10.0
Enoxaparin,sevelamer,Hepatotoxicity,10.0
Enoxaparin,sevelamer,Toxicity to various agents,6.66667
Diazepam,Filgrastim,Hepatotoxicity,10.0
Diazepam,Filgrastim,Drug toxicity,5.0
atorvastatin,adalimumab,Haematotoxicity,0.588235
atorvastatin,adalimumab,Ototoxicity,20.0
atorvastatin,adalimumab,Toxicity to various agents,0.179641
Terbutaline,Fentanyl,Drug toxicity,30.0
benzonatate,Fentanyl,Toxicity to various agents,4.0
Docusate,docetaxel,Drug toxicity,30.0
Docusate,docetaxel,Therapeutic agent toxicity,10.0
Docusate,docetaxel,Toxicity to various agents,1.17647
nebivolol,Metoprolol,Toxicity to various agents,2.72727
fluvastatin,Ketorolac,Toxicity to various agents,20.0
rosuvastatin,montelukast,Therapeutic agent toxicity,1.11111
rosuvastatin,montelukast,Toxicity to various agents,1.37255
Mometasone,Omeprazole,Haematotoxicity,2.5
Mometasone,Omeprazole,Drug toxicity,0.714286
Mometasone,Omeprazole,Therapeutic agent toxicity,4.28571
Mometasone,Omeprazole,Toxicity to various agents,1.81818
Hydrochlorothiazide,Carboplatin,Drug toxicity,4.28571
Hydrochlorothiazide,Carboplatin,Neurotoxicity,3.33333
Hydrochlorothiazide,Carboplatin,Pulmonary toxicity,5.0
Hydrochlorothiazide,Carboplatin,Toxicity to various agents,1.42857
Fluphenazine,Lithium Carbonate,Toxicity to various agents,1.25
Erythromycin,Omeprazole,Drug toxicity,1.0
Erythromycin,Omeprazole,Therapeutic agent toxicity,40.0
Erythromycin,Omeprazole,Toxicity to various agents,1.5
Terbutaline,Metoclopramide,Toxicity to various agents,6.66667
Esomeprazole,celecoxib,Hepatotoxicity,0.625
Esomeprazole,celecoxib,Drug toxicity,0.266667
Esomeprazole,celecoxib,Pulmonary toxicity,1.66667
Esomeprazole,celecoxib,Therapeutic agent toxicity,0.833333
Esomeprazole,celecoxib,Toxicity to various agents,1.37097
Clotrimazole,Doxycycline,Drug toxicity,2.0
Chlorthalidone,Nitroglycerin,Toxicity to various agents,6.66667
Ondansetron,Metoprolol,Bone marrow toxicity,5.0
Ondansetron,Metoprolol,Haematotoxicity,2.5
Ondansetron,Metoprolol,Cardiotoxicity,1.66667
Ondansetron,Metoprolol,Hepatotoxicity,2.17391
Ondansetron,Metoprolol,Drug toxicity,1.04167
Ondansetron,Metoprolol,Neurotoxicity,0.909091
Ondansetron,Metoprolol,Pulmonary toxicity,2.0
Ondansetron,Metoprolol,Skin toxicity,1.66667
Ondansetron,Metoprolol,Therapeutic agent toxicity,2.72727
Ondansetron,Metoprolol,Toxicity to various agents,1.63043
Tramadol,nebivolol,Toxicity to various agents,0.47619
Hydrochlorothiazide,Loxapine,Therapeutic agent toxicity,10.0
Hydrochlorothiazide,Loxapine,Toxicity to various agents,2.5
letrozole,gabapentin,Drug toxicity,3.33333
Paroxetine,quazepam,Drug toxicity,20.0
Sulfamethoxazole,nilotinib,Hepatotoxicity,10.0
Acitretin,Methotrexate,Hepatotoxicity,20.0
Acitretin,Methotrexate,Drug toxicity,10.0
Omega-3 Acid Ethyl Esters (USP),Ondansetron,Drug toxicity,10.0
Clonidine,Verapamil,Drug toxicity,3.84615
Clonidine,Verapamil,Therapeutic agent toxicity,10.0
Clonidine,Verapamil,Toxicity to various agents,1.6129
"Estrogens, Conjugated (USP)",Medroxyprogesterone,Therapeutic agent toxicity,0.243902
Thiamine,Ranitidine,Drug toxicity,6.66667
Thiamine,Ranitidine,Toxicity to various agents,3.0
pantoprazole,Calcium Citrate,Toxicity to various agents,1.25
Diphenhydramine,rifaximin,Toxicity to various agents,15.0
Hydrocodone,insulin detemir,Neurotoxicity,10.0
valsartan,clopidogrel,Hepatotoxicity,0.625
valsartan,clopidogrel,Drug toxicity,0.394737
valsartan,clopidogrel,Pulmonary toxicity,1.11111
valsartan,clopidogrel,Therapeutic agent toxicity,2.10526
valsartan,clopidogrel,Toxicity to various agents,0.610687
tapentadol,Buprenorphine,Toxicity to various agents,10.0
POLYETHYLENE GLYCOL 3350,Solifenacin,Hepatotoxicity,10.0
Amitriptyline,Isosorbide,Drug toxicity,0.555556
Amitriptyline,Isosorbide,Therapeutic agent toxicity,30.0
Amitriptyline,Isosorbide,Toxicity to various agents,3.84615
meloxicam,Levofloxacin,Drug toxicity,3.33333
meloxicam,Levofloxacin,Toxicity to various agents,5.0
tenofovir disoproxil,Amprenavir,Drug toxicity,2.5
tenofovir disoproxil,Amprenavir,Toxicity to various agents,1.66667
Bromhexine,Valproate,Toxicity to various agents,5.0
Glyburide,darifenacin,Toxicity to various agents,3.33333
tizanidine,Metoclopramide,Drug toxicity,6.0
tizanidine,Metoclopramide,Neurotoxicity,2.5
tizanidine,Metoclopramide,Toxicity to various agents,3.63636
quetiapine,mycophenolate mofetil,Neurotoxicity,10.0
Felodipine,gabapentin,Drug toxicity,5.71429
Felodipine,gabapentin,Toxicity to various agents,0.714286
Hydrocodone,Vitamin E,Drug toxicity,2.0
Hydrocodone,Vitamin E,Toxicity to various agents,1.42857
Ciprofloxacin,Theophylline,Hepatotoxicity,6.66667
Ciprofloxacin,Theophylline,Drug toxicity,7.5
Ciprofloxacin,Theophylline,Therapeutic agent toxicity,50.0
Ciprofloxacin,Theophylline,Toxicity to various agents,3.33333
Erythromycin,Propoxyphene,Toxicity to various agents,6.0
venlafaxine,Vincristine,Toxicity to various agents,10.0
Diphenhydramine,Methylprednisolone,Bone marrow toxicity,5.0
Diphenhydramine,Methylprednisolone,Drug toxicity,1.06061
Diphenhydramine,Methylprednisolone,Neurotoxicity,0.833333
Diphenhydramine,Methylprednisolone,Pulmonary toxicity,2.22222
Diphenhydramine,Methylprednisolone,Skin toxicity,2.0
Diphenhydramine,Methylprednisolone,Therapeutic agent toxicity,0.588235
Diphenhydramine,Methylprednisolone,Toxicity to various agents,0.729167
moxifloxacin,Digoxin,Pulmonary toxicity,5.0
moxifloxacin,Digoxin,Therapeutic agent toxicity,100.0
moxifloxacin,Digoxin,Toxicity to various agents,10.7692
Spironolactone,vitamin D3,Pulmonary toxicity,10.0
Magnesium,Vitamin E,Hepatotoxicity,5.0
Magnesium,Vitamin E,Toxicity to various agents,1.05263
Lisinopril,gabapentin,Bone marrow toxicity,12.0
Lisinopril,gabapentin,Ototoxicity,1.25
Lisinopril,gabapentin,Hepatotoxicity,0.166667
Lisinopril,gabapentin,Drug toxicity,1.06742
Lisinopril,gabapentin,Skin toxicity,0.588235
Lisinopril,gabapentin,Therapeutic agent toxicity,2.44444
Lisinopril,gabapentin,Toxicity to various agents,2.5
Citalopram,Trazodone,Cardiotoxicity,150.0
Citalopram,Trazodone,Hepatotoxicity,1.36364
Citalopram,Trazodone,Drug toxicity,7.27273
Citalopram,Trazodone,Neurotoxicity,1.42857
Citalopram,Trazodone,Pulmonary toxicity,10.0
Citalopram,Trazodone,Therapeutic agent toxicity,4.11765
Citalopram,Trazodone,Toxicity to various agents,7.47573
Amantadine,Valproate,Drug toxicity,2.5
Amantadine,Valproate,Therapeutic agent toxicity,10.0
Amantadine,Valproate,Toxicity to various agents,4.0
Magnesium Oxide,Ketorolac,Toxicity to various agents,10.0
candesartan,Dipyrone,Hepatotoxicity,10.0
