drug1_id,drug2_id,drug1_name,drug2_name,interaction_type,matched_toxicity_types,interaction_type_normalized
DB01078,DB01259,Deslanoside,Lapatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01262,Deslanoside,Decitabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01268,Deslanoside,Sunitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB02546,Deslanoside,Vorinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB04572,Deslanoside,Thiotepa,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB04865,Deslanoside,Omacetaxine mepesuccinate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB05015,Deslanoside,Belinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB05109,Deslanoside,Trabectedin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06176,Deslanoside,Romidepsin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06193,Deslanoside,Pixantrone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06263,Deslanoside,Amrubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06287,Deslanoside,Temsirolimus,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06603,Deslanoside,Panobinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06769,Deslanoside,Bendamustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06810,Deslanoside,Plicamycin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08901,Deslanoside,Ponatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08911,Deslanoside,Trametinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08912,Deslanoside,Dabrafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09031,Deslanoside,Miltefosine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09054,Deslanoside,Idelalisib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09063,Deslanoside,Ceritinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09073,Deslanoside,Palbociclib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09074,Deslanoside,Olaparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09078,Deslanoside,Lenvatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09079,Deslanoside,Nintedanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09256,Deslanoside,Tegafur,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09570,Deslanoside,Ixazomib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB11630,Deslanoside,Temoporfin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01128,Deslanoside,Bicalutamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01217,Deslanoside,Anastrozole,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01590,Deslanoside,Everolimus,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01280,Deslanoside,Nelarabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB04868,Deslanoside,Nilotinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB05294,Deslanoside,Vandetanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06589,Deslanoside,Pazopanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06616,Deslanoside,Bosutinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06626,Deslanoside,Axitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06772,Deslanoside,Cabazitaxel,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08828,Deslanoside,Vismodegib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08865,Deslanoside,Crizotinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08871,Deslanoside,Eribulin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08877,Deslanoside,Ruxolitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08881,Deslanoside,Vemurafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08889,Deslanoside,Carfilzomib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08896,Deslanoside,Regorafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08916,Deslanoside,Afatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09053,Deslanoside,Ibrutinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB05812,Deslanoside,Abiraterone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06595,Deslanoside,Midostaurin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06825,Deslanoside,Triptorelin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08910,Deslanoside,Pomalidomide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09330,Deslanoside,Osimertinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01097,Deslanoside,Leflunomide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01103,Deslanoside,Quinacrine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01108,Deslanoside,Trilostane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01137,Deslanoside,Levofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01155,Deslanoside,Gemifloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01157,Deslanoside,Trimetrexate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01165,Deslanoside,Ofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01179,Deslanoside,Podofilox,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01208,Deslanoside,Sparfloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01234,Deslanoside,Dexamethasone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB01394,Deslanoside,Colchicine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB02300,Deslanoside,Calcipotriol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB02709,Deslanoside,Resveratrol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB04576,Deslanoside,Fleroxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB04786,Deslanoside,Suramin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB04839,Deslanoside,Cyproterone acetate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB04894,Deslanoside,Vapreotide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB04951,Deslanoside,Pirfenidone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB05260,Deslanoside,Gallium nitrate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB05265,Deslanoside,Ecabet,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06243,Deslanoside,Eflornithine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06272,Deslanoside,Maxacalcitol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06704,Deslanoside,Iobenguane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06710,Deslanoside,Methyltestosterone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06771,Deslanoside,Besifloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06789,Deslanoside,Hydroxyprogesterone caproate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06791,Deslanoside,Lanreotide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06819,Deslanoside,Phenylbutyric acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08905,Deslanoside,Formestane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08913,Deslanoside,Radium Ra 223 Dichloride,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09070,Deslanoside,Tibolone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09094,Deslanoside,Podophyllin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09123,Deslanoside,Dienogest,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09124,Deslanoside,Medrogestone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09244,Deslanoside,Pirlindole,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09269,Deslanoside,Phenylacetic acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09335,Deslanoside,Alatrofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09401,Deslanoside,Isosorbide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09516,Deslanoside,Mequinol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB11231,Deslanoside,Lycopene,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB11672,Deslanoside,Curcumin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB11793,Deslanoside,Niraparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB12332,Deslanoside,Rucaparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB12473,Deslanoside,Taurolidine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB13145,Deslanoside,Nedaplatin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB04845,Deslanoside,Ixabepilone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06813,Deslanoside,Pralatrexate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08875,Deslanoside,Cabozantinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB09143,Deslanoside,Sonidegib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB11641,Deslanoside,Vinflunine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB05239,Deslanoside,Cobimetinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB06699,Deslanoside,Degarelix,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB08899,Deslanoside,Enzalutamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB11363,Deslanoside,Alectinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB11581,Deslanoside,Venetoclax,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01078,DB11730,Deslanoside,Ribociclib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01082,DB01111,Streptomycin,Colistimethate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB00447,Streptomycin,Loracarbef,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01150,Streptomycin,Cefprozil,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01326,Streptomycin,Cefamandole,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01328,Streptomycin,Cefonicid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01330,Streptomycin,Cefotetan,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01331,Streptomycin,Cefoxitin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB09062,Streptomycin,Cefminox,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01112,Streptomycin,Cefuroxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01212,Streptomycin,Ceftriaxone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01329,Streptomycin,Cefoperazone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01332,Streptomycin,Ceftizoxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01415,Streptomycin,Ceftibuten,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01416,Streptomycin,Cefpodoxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB04570,Streptomycin,Latamoxef,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB01413,Streptomycin,Cefepime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01082,DB13682,Streptomycin,Cefpirome,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01092,DB01101,Ouabain,Capecitabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01168,Ouabain,Procarbazine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01169,Ouabain,Arsenic trioxide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01177,Ouabain,Idarubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01181,Ouabain,Ifosfamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01196,Ouabain,Estramustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01204,Ouabain,Mitoxantrone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01206,Ouabain,Lomustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01229,Ouabain,Paclitaxel,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01248,Ouabain,Docetaxel,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01254,Ouabain,Dasatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01259,Ouabain,Lapatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01262,Ouabain,Decitabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01268,Ouabain,Sunitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB02546,Ouabain,Vorinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB04572,Ouabain,Thiotepa,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB04865,Ouabain,Omacetaxine mepesuccinate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB05015,Ouabain,Belinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB05109,Ouabain,Trabectedin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06176,Ouabain,Romidepsin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06193,Ouabain,Pixantrone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06263,Ouabain,Amrubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06287,Ouabain,Temsirolimus,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06603,Ouabain,Panobinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06769,Ouabain,Bendamustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06810,Ouabain,Plicamycin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08901,Ouabain,Ponatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08911,Ouabain,Trametinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08912,Ouabain,Dabrafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09031,Ouabain,Miltefosine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09054,Ouabain,Idelalisib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09063,Ouabain,Ceritinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09073,Ouabain,Palbociclib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09074,Ouabain,Olaparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09078,Ouabain,Lenvatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09079,Ouabain,Nintedanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09256,Ouabain,Tegafur,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09570,Ouabain,Ixazomib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB11630,Ouabain,Temoporfin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01128,Ouabain,Bicalutamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01217,Ouabain,Anastrozole,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01590,Ouabain,Everolimus,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01280,Ouabain,Nelarabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB04868,Ouabain,Nilotinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB05294,Ouabain,Vandetanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06589,Ouabain,Pazopanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06616,Ouabain,Bosutinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06626,Ouabain,Axitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06772,Ouabain,Cabazitaxel,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08828,Ouabain,Vismodegib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08865,Ouabain,Crizotinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08871,Ouabain,Eribulin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08877,Ouabain,Ruxolitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08881,Ouabain,Vemurafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08889,Ouabain,Carfilzomib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08896,Ouabain,Regorafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08916,Ouabain,Afatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09053,Ouabain,Ibrutinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB05812,Ouabain,Abiraterone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06595,Ouabain,Midostaurin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06825,Ouabain,Triptorelin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08910,Ouabain,Pomalidomide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09330,Ouabain,Osimertinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01097,Ouabain,Leflunomide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01103,Ouabain,Quinacrine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01108,Ouabain,Trilostane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01137,Ouabain,Levofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01155,Ouabain,Gemifloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01157,Ouabain,Trimetrexate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01165,Ouabain,Ofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01179,Ouabain,Podofilox,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01208,Ouabain,Sparfloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01234,Ouabain,Dexamethasone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB01394,Ouabain,Colchicine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB02300,Ouabain,Calcipotriol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB02709,Ouabain,Resveratrol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB04576,Ouabain,Fleroxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB04786,Ouabain,Suramin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB04839,Ouabain,Cyproterone acetate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB04894,Ouabain,Vapreotide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB04951,Ouabain,Pirfenidone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB05260,Ouabain,Gallium nitrate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB05265,Ouabain,Ecabet,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06243,Ouabain,Eflornithine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06272,Ouabain,Maxacalcitol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06704,Ouabain,Iobenguane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06710,Ouabain,Methyltestosterone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06771,Ouabain,Besifloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06789,Ouabain,Hydroxyprogesterone caproate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06791,Ouabain,Lanreotide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06819,Ouabain,Phenylbutyric acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08905,Ouabain,Formestane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08913,Ouabain,Radium Ra 223 Dichloride,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09070,Ouabain,Tibolone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09094,Ouabain,Podophyllin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09123,Ouabain,Dienogest,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09124,Ouabain,Medrogestone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09244,Ouabain,Pirlindole,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09269,Ouabain,Phenylacetic acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09335,Ouabain,Alatrofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09401,Ouabain,Isosorbide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09516,Ouabain,Mequinol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB11231,Ouabain,Lycopene,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB11672,Ouabain,Curcumin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB11793,Ouabain,Niraparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB12332,Ouabain,Rucaparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB12473,Ouabain,Taurolidine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB13145,Ouabain,Nedaplatin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB04845,Ouabain,Ixabepilone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06813,Ouabain,Pralatrexate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08875,Ouabain,Cabozantinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB09143,Ouabain,Sonidegib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB11641,Ouabain,Vinflunine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB05239,Ouabain,Cobimetinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB06699,Ouabain,Degarelix,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB08899,Ouabain,Enzalutamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB11363,Ouabain,Alectinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB11581,Ouabain,Venetoclax,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01092,DB11730,Ouabain,Ribociclib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01095,DB06589,Fluvastatin,Pazopanib,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB01097,DB09449,Leflunomide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01097,DB01396,Leflunomide,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01097,DB01250,Leflunomide,Olsalazine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01098,DB06589,Rosuvastatin,Pazopanib,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB01101,DB01396,Capecitabine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01103,DB01396,Quinacrine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01108,DB01396,Trilostane,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01111,DB01172,Colistimethate,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01111,DB01421,Colistimethate,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01111,DB03615,Colistimethate,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01111,DB06696,Colistimethate,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01111,DB12615,Colistimethate,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01112,DB01172,Cefuroxime,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01112,DB01421,Cefuroxime,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01112,DB03615,Cefuroxime,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01112,DB06696,Cefuroxime,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01112,DB12615,Cefuroxime,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01118,DB05528,Amiodarone,Mipomersen,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
